word1,word2,label
park,remark,1
rare,questionnaire,1
brand,expand,1
bark,clark,1
compromise,steam,0
mac,shown,0
das,nearby,0
arise,radar,0
string,sheet,0
lead,ahead,1
overview,household,0
part,stand,0
prior,line,0
sincere,sheer,1
enterprise,syndrome,0
sea,plea,1
hire,yard,0
score,call,0
sheep,leap,1
outlook,concrete,0
finland,recall,0
rainfall,football,1
are,jar,1
invite,higher,0
guy,stood,0
pursue,contain,0
rise,compromise,1
combat,band,0
chromosome,flame,0
beam,railway,0
revealed,yield,1
design,alkaline,1
good,down,0
shrine,chart,0
case,noon,0
screw,till,0
lead,led,1
space,park,0
than,regime,0
sweet,sheet,1
higher,place,0
telephone,art,0
although,toe,1
hire,prior,1
regard,race,0
start,anyway,0
told,true,0
seem,defined,0
shell,farewell,1
hitherto,avenue,1
hire,wire,1
card,last,0
review,sue,1
sealed,tea,0
merchandise,prize,1
good,chromosome,0
broadcast,contrast,1
joe,same,0
land,band,1
bring,ing,1
crown,breakdown,1
buy,why,1
begun,site,0
grey,plateau,0
took,ban,0
shear,satisfy,0
textbook,cook,1
pace,space,1
fare,chair,1
mean,protein,1
brass,grass,1
led,cream,0
brass,pass,1
cream,regime,1
apply,lie,1
around,down,1
one,caste,0
track,neighborhood,0
guy,chi,1
resigned,combined,1
inland,understand,1
stood,who,0
hitherto,card,0
mold,chase,0
interface,race,1
cart,apart,1
cane,again,1
part,blast,0
interface,case,1
race,bass,1
meat,bill,0
frame,claim,1
chromosome,gear,0
dare,noon,0
remind,resigned,1
combat,swing,0
offspring,mass,0
flat,combat,1
wire,acquire,1
jean,gene,1
down,surprise,0
fled,bread,1
membrane,vein,1
span,scan,1
begun,appetite,0
widespread,plan,0
rainfall,supreme,0
bark,wrong,0
thread,fed,1
old,threshold,1
thread,stack,0
start,ton,0
overview,bass,0
gland,would,0
clan,despair,0
way,ass,0
why,three,0
gain,vein,1
elsewhere,vain,0
mat,vein,0
format,pat,1
mean,clean,1
household,joe,0
appear,grand,0
railroad,benign,0
blast,prone,0
vaccine,magazine,1
clan,spell,0
drill,told,0
blow,spring,0
afternoon,june,1
assign,define,1
war,treat,0
tree,guarantee,1
rode,code,1
interface,slow,0
run,episode,0
gray,plane,0
statue,hong,0
interfere,terrain,0
stand,strand,1
regard,finland,0
none,clean,0
trace,look,0
hotel,overall,0
code,scene,0
long,along,1
fall,spite,0
around,dan,0
jar,mar,1
asleep,mark,0
who,past,0
demand,finland,1
agree,degree,1
than,ton,1
train,lane,1
bay,around,0
clay,hong,0
wire,claim,0
offspring,spring,1
rely,cry,1
anyway,away,1
dean,combat,0
dead,counterpart,0
node,june,0
shown,bat,0
wrong,football,0
brace,remark,0
potato,likelihood,0
card,hormone,0
sand,land,1
son,feedback,0
keep,cheap,1
down,hire,0
buyer,domain,0
new,into,1
old,spell,0
personnel,sell,1
bar,par,1
das,caste,0
nearby,cry,1
thread,hart,0
pass,meet,0
ring,anything,1
bye,cast,0
questionnaire,railroad,0
kill,until,1
debris,tea,1
deer,fight,0
slight,despite,1
tune,june,1
care,guard,0
despair,screw,0
cast,blast,1
clark,degree,0
look,handbook,1
anyone,gun,1
deny,floor,0
cheap,sleep,1
moon,tune,1
die,immune,0
maintain,complain,1
engineer,bind,0
neighborhood,sight,0
insight,upright,1
fill,hemisphere,0
eye,chi,1
tune,span,0
blast,caste,1
clarify,ran,0
frame,came,1
see,supreme,0
protein,dean,1
pine,spine,1
look,alkaline,0
blind,star,0
reservoir,radar,1
sat,football,0
household,behold,1
concrete,fleet,1
tear,hay,0
marine,crack,0
debris,sea,1
skill,will,1
regard,card,1
owe,tomorrow,1
parallel,tall,0
guarantee,tea,1
last,shield,0
ban,neat,0
quite,bright,1
arise,gray,0
theme,regime,1
textbook,shook,1
start,art,1
hold,downtown,0
jar,song,0
hat,combat,1
contrast,caste,1
forecast,van,0
wing,thing,1
balloon,moon,1
tune,career,0
minimize,compromise,1
tune,threshold,0
queen,between,1
studio,photo,1
nat,door,0
bore,cor,1
stream,card,0
understand,sand,1
dan,ann,1
four,textbook,0
likelihood,good,1
pour,organize,0
unaware,railroad,0
seem,courtyard,0
repair,hello,0
everyone,assigned,0
game,aim,1
behold,shell,0
new,pan,0
bring,sheer,0
bass,spine,0
brain,arise,0
ill,finland,0
thereby,forecast,0
cheap,childhood,0
blow,qualify,0
tray,machine,0
episode,railroad,1
chromosome,near,0
neighborhood,bar,0
score,head,0
remark,jack,0
fell,gel,1
behind,dan,0
true,everyone,0
frame,vast,0
lee,compare,0
song,belong,1
before,explore,1
everyday,prize,0
neighborhood,would,1
defined,outlined,1
overall,fall,1
alkaline,line,1
drill,regard,0
downtown,crown,1
discrete,feedback,0
load,rode,1
asleep,sheep,1
prize,advise,1
wall,chi,0
sky,cry,1
van,flat,0
smell,personnel,1
thing,ring,1
agree,decree,1
down,hong,0
wrong,spell,0
well,hook,0
sustain,main,1
pursue,fat,0
bowed,railroad,1
rat,that,1
embrace,brace,1
start,part,1
due,train,0
plane,obtain,1
pay,recall,0
run,remind,0
noun,lead,0
right,eye,0
run,behind,0
micro,designed,0
card,dead,0
declined,mode,0
sell,shell,1
likewise,minimize,1
deer,year,1
sell,blind,0
fair,anywhere,1
blame,fame,1
upright,ring,0
sea,last,0
highlight,fight,1
esteem,steam,1
severe,interfere,1
chair,heir,1
jay,grey,1
spell,cell,1
art,chart,1
defined,told,0
strand,gland,1
land,track,0
higher,prayer,0
fare,square,1
behind,potato,0
routine,class,0
wore,rear,0
ill,sell,0
hart,cart,1
bring,sing,1
spring,anything,1
son,everyone,1
loan,limestone,1
start,fold,0
small,deer,0
place,space,1
shook,outlook,1
immune,shrine,0
mere,sheer,1
hong,cheap,0
grass,discrete,0
asleep,cheap,1
shell,ring,0
everything,offspring,1
defined,mankind,1
sealed,shear,0
prior,crown,0
brown,noun,1
knee,plea,1
apart,chart,1
rode,node,1
tone,zone,1
railroad,cone,0
track,jack,1
spread,pack,0
asleep,steep,1
embrace,brown,0
cook,alas,0
pack,singh,0
cast,past,1
last,wrong,0
sealed,decline,0
confined,enrolled,0
crack,game,0
alcohol,quite,0
took,textbook,1
claim,far,0
bay,ray,1
fold,ted,0
ton,none,1
understand,brand,1
van,can,1
arc,chromosome,0
know,cheap,0
feedback,jack,1
ahead,bed,1
handbook,cook,1
size,define,0
warfare,despair,1
chart,fled,0
park,queen,0
lee,three,1
imply,wing,0
polite,forecast,0
ass,pace,0
pat,rat,1
crack,smell,0
sealed,concealed,1
tall,occupy,0
ban,slight,0
spray,outlook,0
rise,organize,1
review,who,1
crown,outdoor,0
could,despair,0
rebel,phone,0
chair,took,0
textbook,surprise,0
concrete,beat,1
crack,feedback,1
railway,san,0
radar,would,0
frame,game,1
gas,expand,0
pass,fled,0
long,hook,0
own,thrown,1
past,broadcast,1
justify,tie,1
display,gray,1
protein,dead,0
prayer,load,0
machine,vast,0
sealed,revealed,1
corps,main,0
run,fan,0
blame,frame,1
two,avenue,1
machine,gene,1
bill,neighborhood,0
through,rainfall,0
fold,behold,1
pack,thee,0
scan,clan,1
band,space,0
yard,likelihood,0
sleep,dan,0
household,bold,1
score,store,1
brace,bread,0
install,acquire,0
chromosome,floor,0
concealed,inland,0
cor,mere,0
recall,baseball,1
radar,jar,1
blind,find,1
san,van,1
done,someone,1
fare,declare,1
welfare,tray,0
arc,due,0
aim,brown,0
took,thee,0
hood,pan,0
spine,keen,0
spine,bill,0
identify,die,1
seat,complete,1
tree,bill,0
hitherto,attack,0
write,knight,1
chart,alcohol,0
sold,enrolled,1
restore,confined,0
van,than,1
rainfall,fall,1
portfolio,seat,0
stream,seem,1
revealed,hey,0
brass,textbook,0
cardiac,lack,1
seminar,questionnaire,0
shook,deny,0
sell,fed,0
fame,flame,1
plan,than,1
buffalo,blow,1
singh,rainfall,0
clark,steep,0
although,eye,0
alone,blind,0
yield,long,0
band,sand,1
blame,mark,0
overview,coup,1
tie,thing,0
team,scheme,1
yard,card,1
resume,interface,0
your,overhead,0
esteem,thing,0
lane,hay,0
noun,last,0
lee,syndrome,0
neighborhood,folklore,0
chromosome,star,0
yard,bed,0
engineer,peer,1
sat,long,0
surprise,wine,0
pack,show,0
song,grace,0
would,demand,0
pour,buyer,0
resigned,zone,0
between,steam,0
hey,survey,1
wind,new,0
resigned,refined,1
railway,halfway,1
until,fulfill,1
part,hart,1
machine,chromosome,0
screen,sign,0
fat,start,0
immune,belong,0
resigned,fight,0
shield,chromosome,0
fulfill,behold,0
rode,mode,1
show,throw,1
mill,could,0
explore,score,1
old,bear,0
gain,lane,1
sweet,heat,1
personnel,fell,1
justify,try,1
bar,june,0
despite,delight,1
they,moon,0
regard,satisfy,0
hat,rat,1
mar,down,0
clark,crown,0
fame,revealed,0
mark,night,0
radar,par,1
been,game,0
crown,swing,0
hat,radar,0
das,fun,0
higher,chromosome,0
wore,small,0
theme,frame,0
all,call,1
cart,chart,1
delay,lay,1
fold,aware,0
head,bed,1
clean,strand,0
air,bear,1
otherwise,analyze,1
hotel,minimize,0
alas,band,0
jack,thirteen,0
volunteer,yard,0
seminar,acquire,0
blow,noun,0
span,japan,1
heat,scheme,0
feedback,shook,0
utilize,pass,0
right,blast,0
machine,merchandise,0
wine,alkaline,1
would,case,0
prior,last,0
qualify,shrine,0
behind,outlined,1
singh,prize,0
star,railroad,0
comply,well,0
designed,remind,1
cheap,string,0
look,hook,1
mass,alas,1
stream,theme,1
spell,park,0
campaign,terrain,1
fame,combat,0
hall,ring,0
caste,forecast,1
insight,despite,1
crystalline,black,0
bind,defined,1
tree,see,1
syndrome,mac,0
tear,disappear,1
photo,confined,0
yard,guarantee,0
cast,cheap,0
bass,grass,1
finland,keep,0
rise,advise,1
show,anything,0
said,spine,0
regard,guard,1
main,ring,0
cart,smart,1
scene,protein,1
nat,handbook,0
crown,around,1
fat,understood,0
premier,down,0
nor,store,1
true,treat,0
none,son,1
might,finite,1
way,away,1
guarantee,into,0
gear,sphere,1
review,instead,0
thereby,specify,1
sheep,buyer,0
again,instead,0
radar,are,1
meat,pack,0
wine,blast,0
ran,ban,1
fear,hormone,0
hold,sold,1
pass,told,0
art,satellite,0
das,class,1
singh,ring,1
justify,hotel,0
play,obey,1
assigned,regard,0
overall,jean,0
cardiac,black,1
halfway,floor,0
yard,sleep,0
wire,desire,1
past,last,1
screen,marine,1
lack,protein,0
severe,said,0
bread,sat,0
would,declined,0
breakdown,compete,0
resigned,long,0
around,brown,1
radar,ran,0
thread,dead,1
exercise,characterize,1
organize,likewise,1
sheer,dead,0
questionnaire,dare,1
outlined,mankind,1
lee,sea,1
san,hood,0
syndrome,residue,0
air,tell,0
premier,appear,1
explore,beat,0
rainfall,tall,1
ran,pan,1
suite,wheat,1
frame,feedback,0
moon,surprise,0
sight,threshold,0
immune,june,1
tune,verify,0
card,meet,0
vast,amplifier,0
counterpart,hart,1
clark,textbook,0
display,hook,0
train,terrain,1
pace,quite,0
hell,frame,0
forecast,into,0
syndrome,land,0
long,belong,1
clay,that,0
threshold,air,0
grace,base,1
define,pine,1
cook,shook,1
between,dare,0
courtyard,occupy,0
downtown,brown,1
format,habitat,1
organize,same,0
thread,finland,0
three,see,1
counterpart,art,1
dean,fifteen,1
breakdown,noun,1
afternoon,advise,0
understand,demand,1
everyone,vaccine,0
broadcast,along,0
noun,courtyard,0
remain,combat,0
hotel,ban,0
swing,noon,0
trace,anyone,0
wrong,hong,1
race,recall,0
grass,star,0
wine,drill,0
anyone,screw,0
sealed,syndrome,0
more,outdoor,1
understood,hong,0
gas,main,0
offspring,bring,1
flame,came,1
wear,aware,1
song,forecast,0
where,read,0
higher,wire,1
bread,tear,0
reservoir,mar,1
alas,brass,1
bed,brazil,0
fee,pie,0
mar,are,1
unfair,declare,1
cell,shell,1
moon,afternoon,1
than,chart,0
childhood,should,1
terrain,jane,1
threshold,unknown,0
game,race,0
retain,fulfill,0
strand,tune,0
one,than,1
guarantee,around,0
chromosome,contrast,0
mark,cheap,0
define,sign,1
till,drill,1
brass,along,0
vain,terrain,1
pine,lack,0
eat,wheat,1
combat,shy,0
june,moon,1
near,peer,1
fear,sincere,1
tone,limestone,1
dwell,long,0
reality,degree,1
regime,bat,0
crown,ass,0
slight,quite,1
arc,wind,0
discrete,compete,1
alone,thrown,1
ran,clan,1
unfair,atmosphere,0
reign,membrane,1
contain,plane,1
defined,blind,1
photo,hygiene,0
despite,reservoir,0
phone,throne,1
command,inland,1
new,due,1
run,one,1
rolled,sheep,0
revealed,concealed,1
resume,spite,0
confined,resigned,1
yard,pack,0
decree,guarantee,1
threshold,hold,1
magazine,fifteen,1
along,seen,0
noun,card,0
sue,cook,0
complain,that,0
grace,brace,1
disappear,residue,0
recognize,three,0
threshold,household,1
small,wall,1
minimize,brown,0
combined,mankind,1
song,long,1
good,understood,1
cell,base,0
own,grown,1
steep,yield,0
apart,part,1
finland,brand,1
skill,mill,1
tell,beat,0
sold,textbook,0
arc,clark,1
hygiene,likelihood,0
shame,blame,1
part,hemisphere,0
hire,sealed,0
bar,radar,1
alas,none,0
cheap,sheep,1
desire,higher,1
sleep,sheep,1
last,rear,0
won,shoe,0
fat,assigned,0
revealed,borrow,0
breakdown,entire,0
ton,brazil,0
das,gas,1
forecast,courtyard,0
far,declined,0
read,head,1
guard,courtyard,1
career,chart,0
shield,fear,0
till,ing,0
sincere,hemisphere,1
jack,nowhere,0
fat,mark,0
will,steep,0
wrong,song,1
demand,sand,1
wrong,yield,0
pray,clark,0
sat,flat,1
das,pass,1
vast,cast,1
guarantee,park,0
concrete,compete,1
nor,core,1
wrong,long,1
heat,comprise,0
seem,borrow,0
steam,extreme,1
designed,refined,1
array,courtyard,0
mean,handbook,0
outdoor,das,0
led,fame,0
gear,blow,0
crack,stack,1
guard,card,1
fame,cook,0
own,loan,1
though,know,1
supreme,scheme,1
brand,understood,0
forecast,leap,0
last,blast,1
line,design,1
store,pour,1
sealed,format,0
railroad,rode,1
steep,sleep,1
bowed,head,0
declined,outlined,1
halfway,hay,1
compromise,recognize,1
bare,heir,1
satisfy,tie,1
june,plateau,0
jack,understood,0
alkaline,blind,0
long,mine,0
pine,install,0
arc,syndrome,0
lack,mac,1
cor,anything,0
would,stood,1
down,crown,1
theme,clark,0
jane,crack,0
ran,sealed,0
for,divine,0
divine,limestone,0
sweet,hire,0
due,interview,1
spell,dwell,1
shed,fed,1
well,tell,1
arc,balloon,0
none,wrong,0
concealed,yield,1
confined,downtown,0
scan,cheap,0
hold,plea,0
quo,show,1
guard,bowed,0
find,routine,0
behold,contrast,0
counterpart,chart,1
hormone,dwell,0
land,dead,0
someone,anyone,1
pace,brace,1
hold,household,1
knee,agree,1
meat,chromosome,0
emphasize,organize,1
aim,below,0
blast,contrast,1
bowed,mode,1
blind,designed,1
string,spring,1
peer,folklore,0
afternoon,fare,0
bread,sheep,0
bread,fed,1
caste,acquire,0
expand,strand,1
team,theme,1
forecast,ill,0
outdoor,sue,0
apart,smart,1
hire,won,0
class,last,1
class,bass,1
childhood,caste,0
bread,along,0
belong,flame,0
race,won,0
down,moon,0
fan,clan,1
delight,white,1
remark,syndrome,0
decree,reality,1
chromosome,chase,0
than,read,0
allies,utilize,1
grow,otto,1
know,handbook,0
declined,designed,1
claim,came,1
lean,gene,1
revealed,last,0
shear,singh,0
hold,fill,0
string,ignore,0
pass,class,1
household,told,1
brace,space,1
fulfill,bill,1
stare,rare,1
tight,appetite,1
jane,buy,0
mac,attack,1
night,insight,1
cell,personnel,1
blame,thread,0
bass,tell,0
thing,revealed,0
guru,clue,1
enterprise,cell,0
star,revenue,0
dan,frame,0
japan,than,1
sleep,jack,0
grown,than,0
higher,stood,0
mark,took,0
quite,flight,1
dwell,cart,0
yard,guard,1
steam,chromosome,0
height,slight,1
football,cholesterol,1
sheep,crew,0
band,bowed,0
today,away,1
pass,defined,0
aim,sealed,0
sleep,joe,0
bone,japan,0
kill,door,0
noon,spite,0
guru,knee,0
protocol,view,0
dear,farewell,0
ran,dan,1
handbook,took,1
keep,hygiene,0
race,chase,1
photo,card,0
they,stay,1
overhead,dead,1
yield,discrete,0
sealed,yield,1
tone,chromosome,0
mass,all,0
identify,guy,1
fulfill,unclear,0
unfair,elsewhere,1
thrown,can,0
sincere,remind,0
seem,theme,1
beam,scheme,1
park,prone,0
train,gain,1
desire,prior,1
into,pursue,1
furthermore,door,1
than,ran,1
remark,childhood,0
acquire,higher,1
three,shield,0
square,share,1
true,view,1
throne,belong,0
ray,away,1
therefore,ignore,1
dwell,das,0
syndrome,bark,0
decline,welfare,0
jack,around,0
overnight,bill,0
hormone,revealed,0
hall,recall,1
fat,card,0
everyone,begun,1
revealed,slight,0
hong,kind,0
chromosome,mode,0
game,expand,0
lane,grain,1
strain,retain,1
emphasize,rise,1
telephone,divine,0
arc,mark,1
despair,fat,0
arc,fear,0
clean,concealed,0
lined,war,0
say,bowed,0
surprise,clay,0
copyright,cheap,0
head,lead,1
mine,habitat,0
verify,episode,0
compromise,till,0
park,behind,0
retain,crystalline,0
overhead,said,1
furthermore,cor,1
phone,justify,0
san,dead,0
down,elsewhere,0
remark,own,0
someone,won,1
blast,cry,0
shook,hormone,0
said,dead,1
sell,dwell,1
floor,upright,0
prior,code,0
fulfill,plain,0
part,view,0
for,chromosome,0
beer,sincere,1
gene,clean,1
outlined,resigned,1
analyze,minimize,1
decline,assign,1
shrine,gold,0
song,potato,0
seen,machine,1
birthday,bill,0
atmosphere,class,0
than,can,1
attack,black,1
interface,shoe,0
shook,severe,0
ban,sealed,0
pan,tan,1
debris,lee,1
year,due,0
magazine,mean,1
last,childhood,0
understood,hood,1
attack,recognize,0
why,imply,1
breakdown,brown,1
sight,despite,1
crack,none,0
parallel,tomorrow,0
load,three,0
well,seen,0
benign,pine,1
art,shield,0
combat,fat,1
yield,wing,0
hello,slow,1
heir,avenue,0
ann,mankind,0
thee,ton,0
revealed,tear,0
free,war,0
ray,tell,0
code,episode,1
upright,overnight,1
yield,view,0
everything,thing,1
won,fun,1
offspring,find,0
begun,sheep,0
sweep,asleep,1
ore,bore,1
bat,combine,0
lined,mean,0
comprise,enterprise,1
meet,yield,0
fair,peer,0
skill,broadcast,0
understand,unfair,0
park,old,0
land,command,1
door,chart,0
keep,bone,0
bore,ing,0
will,till,1
mode,loan,0
cart,chromosome,0
before,last,0
cast,broadcast,1
rolled,wind,0
sheep,loan,0
understood,should,1
residue,guru,1
meet,neat,1
inland,grand,1
household,bar,0
shame,claim,1
eat,machine,0
three,debris,1
leap,asleep,1
syndrome,comply,0
advise,compromise,1
brand,revenue,0
syndrome,load,0
attain,should,0
organize,guard,0
sing,fold,0
portfolio,pro,1
pan,clan,1
railroad,steep,0
breakdown,around,1
down,sold,0
cart,part,1
stack,jack,1
corps,score,1
statue,guru,1
sing,swing,1
bass,card,0
moon,own,0
desire,long,0
skill,brazil,1
bass,last,1
alas,grass,1
satellite,grace,0
head,led,1
recall,code,0
outlook,handbook,1
square,questionnaire,1
grain,pray,0
cheap,leap,1
last,kind,0
spine,jack,0
core,wore,1
night,quite,1
folklore,ann,0
sold,copyright,0
stack,pack,1
plain,require,0
compromise,analyze,1
all,football,1
crack,scene,0
format,rode,0
combine,nine,1
regard,reality,0
downtown,bed,0
bold,mark,0
park,cell,0
tear,rare,1
brass,analyze,0
blame,seminar,0
household,fold,1
view,coup,1
decline,yard,0
require,sheet,0
would,good,1
chromosome,string,0
bind,declined,1
bark,mark,1
prize,analyze,1
mac,fan,0
heat,treat,1
buyer,higher,1
past,allies,0
outlook,jack,0
receipt,neat,1
trace,race,1
thereby,nearby,1
breakdown,grain,0
claim,head,0
wire,minimize,0
new,tissue,1
bowed,there,0
genuine,assign,1
cell,buyer,0
belong,noun,0
bye,justify,1
revealed,zone,0
outlined,regard,0
exercise,remark,0
lead,read,1
bold,fold,1
strand,hire,0
one,someone,1
crack,attack,1
nowhere,stare,1
mode,railroad,1
copyright,threshold,0
blast,broadcast,1
tune,noon,1
retain,vain,1
mode,clay,0
still,fell,0
replace,place,1
between,lean,1
race,buyer,0
radar,seminar,1
would,radio,0
likelihood,stood,1
owe,joe,1
resume,grass,0
bat,ring,0
play,halfway,1
everything,queen,0
down,last,0
arc,park,1
game,mode,0
understood,would,1
hormone,hong,0
expand,ignore,0
spine,design,1
will,advise,0
clark,entire,0
stream,outlook,0
all,alcohol,1
emphasize,merchandise,1
agree,plea,1
shield,volunteer,0
shear,atmosphere,1
spread,read,1
screen,seen,1
height,bite,1
radar,mar,1
finland,said,0
band,entire,0
drill,along,0
vaccine,fifteen,1
mine,outline,1
fat,sheet,0
incomplete,sheet,1
hold,revenue,0
height,guy,0
household,blame,0
van,scan,1
fell,san,0
stream,grace,0
stare,share,1
invite,wright,1
enrolled,ann,0
flat,nat,1
call,baseball,1
hat,therefore,0
gas,forecast,0
ignore,bore,1
justify,eye,1
tight,fight,1
been,fun,1
race,place,1
call,protocol,1
scan,ban,1
none,should,0
fed,fled,1
upright,delight,1
queen,neat,0
everything,than,0
sleep,throne,0
exercise,sell,0
thing,singh,1
peer,compete,0
instead,card,0
spring,ing,1
led,said,1
bowed,display,0
rebel,gel,1
eat,singh,0
fold,enrolled,1
exercise,replace,0
nat,fat,1
steam,read,0
format,star,0
concealed,prior,0
beam,clark,0
thing,around,0
tea,free,1
door,wrong,0
tea,plea,1
trace,interface,1
lay,way,1
steam,hire,0
alas,bass,1
lay,prey,1
spread,remark,0
song,lean,0
part,sign,0
owe,household,0
gland,aim,0
can,bright,0
japan,park,0
textbook,degree,0
ing,understand,0
emphasize,dan,0
expand,between,0
mat,hat,1
ring,june,0
explain,chain,1
throne,whereby,0
require,before,0
feedback,track,1
bar,seminar,1
node,defined,0
tall,gas,0
strain,took,0
main,moon,0
below,crystalline,0
bat,noun,0
wheat,heat,1
one,gas,0
delay,arc,0
fled,ahead,1
regard,yard,1
sustain,drain,1
anyway,array,1
tree,degree,1
down,sue,0
could,broadcast,0
write,dear,0
seminar,jar,1
recall,small,1
wright,hood,0
dan,plan,1
spare,air,1
fleet,repeat,1
until,ban,0
chromosome,team,0
